address,lat,long,convenient
"18 PATRICK ST, BOTHWELL TAS 7030",-42.3845949,147.0079986,True
"3001, Midlands Highway, Kempton TAS 7030",-42.5133,147.18895,True
"334 GEORGE TOWN RD, ROCHERLEA TAS 7248",-41.3712223,147.1137783,True
"101 MAIN RD, GEORGE TOWN TAS 7253",-41.1093691,146.8424904,True
"3139 SOUTH ARM RD, SOUTH ARM TAS 7022",-43.0281026,147.4168367,False
"254 BATMAN HWY, SIDMOUTH TAS 7270",-41.2224713,146.8881984,True
"8 BEACH RD, KINGSTON BEACH TAS 7050",-42.9815795,147.3234897,False
"1853 MIDLAND HWY, BAGDAD TAS 7030",-42.6031571,147.2197463,True
"191 Gilbert Street,, LATROBE TAS 7307",-41.23601,146.4172,True
"5098 Flinders Highway, Pipers River TAS 7252",-41.09775,147.0761,True
"92 SCAMANDER AV, SCAMANDER TAS 7215",-41.4515318,148.2644714,True
"33 RICHMOND ST, COLEBROOK TAS 7027",-42.5341864,147.3635628,True
"115-117 WELD ST, BEACONSFIELD TAS 7270",-41.2022939,146.8171926,True
"538 SOUTH ARM RD, LAUDERDALE TAS 7021",-42.9158135,147.4863145,True
"UNITED SERVICE STATION 161 TARLETON ST, EAST DEVONPORT TAS 7310",-41.18520299,146.37208772,True
"Lot 1, Macquarie Heads Road, Strahan TAS 7468",-42.21992,145.23726,False
"161-167 STONY RISE RD, STONY RISE TAS 7310",-41.19188984,146.32876053,True
"46 QUEEN ST, WEST ULVERSTONE TAS 7315",-41.15153796,146.16376523,False
"ADVENTURE BAY STORE 712 ADVENTURE BAY RD, ADVENTURE BAY TAS 7150",-43.36110655,147.32818609,False
"161 Tarleton St, East Devonport TAS 7310",-41.18499,146.37231,True
Birralee Road (Opposite Gatenby Drive) Westbury TAS 7303,-41.5119892680853,146.827552784366,True
"92 INGLIS ST, WYNYARD TAS 7325",-40.98930567,145.70997109,False
